Datum,Jahr,Monat,Monatsnummer,Branchencode,Branche,Eroeffnet,Mangels_Masse_Abgewiesen,Gesamt,mangel_ratio,Aktive_Unternehmen,Insolvenzrate_Pct
2021-12,2021,Dezember,12,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",140.0,57.0,197.0,40.7,673285.0,0.0208
2021-12,2021,Dezember,12,WZ08-H,Verkehr und Lagerei,63.0,19.0,82.0,30.2,119781.0,0.0526
2021-12,2021,Dezember,12,WZ08-I,Gastgewerbe,65.0,21.0,86.0,32.3,241820.0,0.0269
2021-12,2021,Dezember,12,WZ08-J,Information und Kommunikation,15.0,7.0,22.0,46.7,144033.0,0.0104
2021-12,2021,Dezember,12,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,20.0,9.0,29.0,45.0,90311.0,0.0221
2021-12,2021,Dezember,12,WZ08-L,Grundstücks- und Wohnungswesen,39.0,23.0,62.0,59.0,215096.0,0.0181
2021-12,2021,Dezember,12,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",75.0,42.0,117.0,56.0,526145.0,0.0143
2021-12,2021,Dezember,12,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,86.0,31.0,117.0,36.0,242814.0,0.0354
2021-12,2021,Dezember,12,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2021-12,2021,Dezember,12,WZ08-P,Erziehung und Unterricht,11.0,2.0,13.0,18.2,94766.0,0.0116
2021-12,2021,Dezember,12,WZ08-Q,Gesundheits- und Sozialwesen,28.0,5.0,33.0,17.9,286979.0,0.0098
2021-12,2021,Dezember,12,WZ08-R,"Kunst, Unterhaltung und Erholung",13.0,7.0,20.0,53.8,104155.0,0.0125
2021-12,2021,Dezember,12,WZ08-S,Erbringung von sonstigen Dienstleistungen,55.0,14.0,69.0,25.5,227740.0,0.0242
2022-01,2022,Januar,1,WZ08-A,"Land- und Forstwirtschaft, Fischerei",6.0,,,,,
2022-01,2022,Januar,1,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,1.0,1.0,2.0,100.0,2328.0,0.043
2022-01,2022,Januar,1,WZ08-C,Verarbeitendes Gewerbe,78.0,14.0,92.0,17.9,226191.0,0.0345
2022-01,2022,Januar,1,WZ08-D,Energieversorgung,3.0,,,,75701.0,0.004
2022-01,2022,Januar,1,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",1.0,,,,13246.0,0.0075
2022-01,2022,Januar,1,WZ08-F,Baugewerbe,148.0,58.0,206.0,39.2,395333.0,0.0374
2022-01,2022,Januar,1,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",104.0,56.0,160.0,53.8,670323.0,0.0155
2022-01,2022,Januar,1,WZ08-H,Verkehr und Lagerei,53.0,14.0,67.0,26.4,120455.0,0.044
2022-01,2022,Januar,1,WZ08-I,Gastgewerbe,51.0,33.0,84.0,64.7,249925.0,0.0204
2022-01,2022,Januar,1,WZ08-J,Information und Kommunikation,22.0,13.0,35.0,59.1,147421.0,0.0149
2022-01,2022,Januar,1,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,13.0,7.0,20.0,53.8,89956.0,0.0145
2022-01,2022,Januar,1,WZ08-L,Grundstücks- und Wohnungswesen,20.0,23.0,43.0,115.0,216461.0,0.0092
2022-01,2022,Januar,1,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",72.0,41.0,113.0,56.9,533785.0,0.0135
2022-01,2022,Januar,1,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,72.0,43.0,115.0,59.7,252026.0,0.0286
2022-01,2022,Januar,1,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2022-01,2022,Januar,1,WZ08-P,Erziehung und Unterricht,11.0,1.0,12.0,9.1,97848.0,0.0112
2022-01,2022,Januar,1,WZ08-Q,Gesundheits- und Sozialwesen,24.0,5.0,29.0,20.8,290188.0,0.0083
2022-01,2022,Januar,1,WZ08-R,"Kunst, Unterhaltung und Erholung",18.0,9.0,27.0,50.0,110561.0,0.0163
2022-01,2022,Januar,1,WZ08-S,Erbringung von sonstigen Dienstleistungen,28.0,14.0,42.0,50.0,235033.0,0.0119
2022-02,2022,Februar,2,WZ08-A,"Land- und Forstwirtschaft, Fischerei",8.0,1.0,9.0,12.5,,
2022-02,2022,Februar,2,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2328.0,
2022-02,2022,Februar,2,WZ08-C,Verarbeitendes Gewerbe,75.0,12.0,87.0,16.0,226191.0,0.0332
2022-02,2022,Februar,2,WZ08-D,Energieversorgung,2.0,1.0,3.0,50.0,75701.0,0.0026
2022-02,2022,Februar,2,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",,2.0,,,13246.0,
2022-02,2022,Februar,2,WZ08-F,Baugewerbe,142.0,64.0,206.0,45.1,395333.0,0.0359
2022-02,2022,Februar,2,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",104.0,51.0,155.0,49.0,670323.0,0.0155
2022-02,2022,Februar,2,WZ08-H,Verkehr und Lagerei,80.0,15.0,95.0,18.8,120455.0,0.0664
2022-02,2022,Februar,2,WZ08-I,Gastgewerbe,74.0,27.0,101.0,36.5,249925.0,0.0296
2022-02,2022,Februar,2,WZ08-J,Information und Kommunikation,27.0,12.0,39.0,44.4,147421.0,0.0183
2022-02,2022,Februar,2,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,19.0,9.0,28.0,47.4,89956.0,0.0211
2022-02,2022,Februar,2,WZ08-L,Grundstücks- und Wohnungswesen,20.0,16.0,36.0,80.0,216461.0,0.0092
2022-02,2022,Februar,2,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",78.0,42.0,120.0,53.8,533785.0,0.0146
2022-02,2022,Februar,2,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,99.0,36.0,135.0,36.4,252026.0,0.0393
2022-02,2022,Februar,2,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2022-02,2022,Februar,2,WZ08-P,Erziehung und Unterricht,12.0,2.0,14.0,16.7,97848.0,0.0123
2022-02,2022,Februar,2,WZ08-Q,Gesundheits- und Sozialwesen,16.0,7.0,23.0,43.8,290188.0,0.0055
2022-02,2022,Februar,2,WZ08-R,"Kunst, Unterhaltung und Erholung",10.0,5.0,15.0,50.0,110561.0,0.009
2022-02,2022,Februar,2,WZ08-S,Erbringung von sonstigen Dienstleistungen,45.0,19.0,64.0,42.2,235033.0,0.0191
2022-03,2022,März,3,WZ08-A,"Land- und Forstwirtschaft, Fischerei",11.0,,,,,
2022-03,2022,März,3,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,1.0,,,,2328.0,0.043
2022-03,2022,März,3,WZ08-C,Verarbeitendes Gewerbe,78.0,17.0,95.0,21.8,226191.0,0.0345
2022-03,2022,März,3,WZ08-D,Energieversorgung,6.0,1.0,7.0,16.7,75701.0,0.0079
2022-03,2022,März,3,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",1.0,2.0,3.0,200.0,13246.0,0.0075
2022-03,2022,März,3,WZ08-F,Baugewerbe,165.0,73.0,238.0,44.2,395333.0,0.0417
2022-03,2022,März,3,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",145.0,62.0,207.0,42.8,670323.0,0.0216
2022-03,2022,März,3,WZ08-H,Verkehr und Lagerei,82.0,19.0,101.0,23.2,120455.0,0.0681
2022-03,2022,März,3,WZ08-I,Gastgewerbe,80.0,38.0,118.0,47.5,249925.0,0.032
2022-03,2022,März,3,WZ08-J,Information und Kommunikation,27.0,15.0,42.0,55.6,147421.0,0.0183
2022-03,2022,März,3,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,23.0,10.0,33.0,43.5,89956.0,0.0256
2022-03,2022,März,3,WZ08-L,Grundstücks- und Wohnungswesen,24.0,13.0,37.0,54.2,216461.0,0.0111
2022-03,2022,März,3,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",73.0,46.0,119.0,63.0,533785.0,0.0137
2022-03,2022,März,3,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,105.0,44.0,149.0,41.9,252026.0,0.0417
2022-03,2022,März,3,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2022-03,2022,März,3,WZ08-P,Erziehung und Unterricht,6.0,5.0,11.0,83.3,97848.0,0.0061
2022-03,2022,März,3,WZ08-Q,Gesundheits- und Sozialwesen,31.0,6.0,37.0,19.4,290188.0,0.0107
2022-03,2022,März,3,WZ08-R,"Kunst, Unterhaltung und Erholung",16.0,5.0,21.0,31.2,110561.0,0.0145
2022-03,2022,März,3,WZ08-S,Erbringung von sonstigen Dienstleistungen,47.0,17.0,64.0,36.2,235033.0,0.02
2022-04,2022,April,4,WZ08-A,"Land- und Forstwirtschaft, Fischerei",10.0,3.0,13.0,30.0,,
2022-04,2022,April,4,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2328.0,
2022-04,2022,April,4,WZ08-C,Verarbeitendes Gewerbe,85.0,16.0,101.0,18.8,226191.0,0.0376
2022-04,2022,April,4,WZ08-D,Energieversorgung,8.0,3.0,11.0,37.5,75701.0,0.0106
2022-04,2022,April,4,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",2.0,,,,13246.0,0.0151
2022-04,2022,April,4,WZ08-F,Baugewerbe,165.0,56.0,221.0,33.9,395333.0,0.0417
2022-04,2022,April,4,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",132.0,55.0,187.0,41.7,670323.0,0.0197
2022-04,2022,April,4,WZ08-H,Verkehr und Lagerei,68.0,30.0,98.0,44.1,120455.0,0.0565
2022-04,2022,April,4,WZ08-I,Gastgewerbe,76.0,26.0,102.0,34.2,249925.0,0.0304
2022-04,2022,April,4,WZ08-J,Information und Kommunikation,28.0,11.0,39.0,39.3,147421.0,0.019
2022-04,2022,April,4,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,24.0,17.0,41.0,70.8,89956.0,0.0267
2022-04,2022,April,4,WZ08-L,Grundstücks- und Wohnungswesen,19.0,11.0,30.0,57.9,216461.0,0.0088
2022-04,2022,April,4,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",77.0,44.0,121.0,57.1,533785.0,0.0144
2022-04,2022,April,4,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,85.0,53.0,138.0,62.4,252026.0,0.0337
2022-04,2022,April,4,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2022-04,2022,April,4,WZ08-P,Erziehung und Unterricht,10.0,2.0,12.0,20.0,97848.0,0.0102
2022-04,2022,April,4,WZ08-Q,Gesundheits- und Sozialwesen,31.0,5.0,36.0,16.1,290188.0,0.0107
2022-04,2022,April,4,WZ08-R,"Kunst, Unterhaltung und Erholung",13.0,8.0,21.0,61.5,110561.0,0.0118
2022-04,2022,April,4,WZ08-S,Erbringung von sonstigen Dienstleistungen,53.0,22.0,75.0,41.5,235033.0,0.0226
2022-05,2022,Mai,5,WZ08-A,"Land- und Forstwirtschaft, Fischerei",5.0,,,,,
2022-05,2022,Mai,5,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2328.0,
2022-05,2022,Mai,5,WZ08-C,Verarbeitendes Gewerbe,77.0,12.0,89.0,15.6,226191.0,0.034
2022-05,2022,Mai,5,WZ08-D,Energieversorgung,4.0,3.0,7.0,75.0,75701.0,0.0053
2022-05,2022,Mai,5,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",1.0,1.0,2.0,100.0,13246.0,0.0075
2022-05,2022,Mai,5,WZ08-F,Baugewerbe,161.0,72.0,233.0,44.7,395333.0,0.0407
2022-05,2022,Mai,5,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",142.0,41.0,183.0,28.9,670323.0,0.0212
2022-05,2022,Mai,5,WZ08-H,Verkehr und Lagerei,87.0,26.0,113.0,29.9,120455.0,0.0722
2022-05,2022,Mai,5,WZ08-I,Gastgewerbe,72.0,25.0,97.0,34.7,249925.0,0.0288
2022-05,2022,Mai,5,WZ08-J,Information und Kommunikation,21.0,11.0,32.0,52.4,147421.0,0.0142
2022-05,2022,Mai,5,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,18.0,16.0,34.0,88.9,89956.0,0.02
2022-05,2022,Mai,5,WZ08-L,Grundstücks- und Wohnungswesen,27.0,14.0,41.0,51.9,216461.0,0.0125
2022-05,2022,Mai,5,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",93.0,56.0,149.0,60.2,533785.0,0.0174
2022-05,2022,Mai,5,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,97.0,35.0,132.0,36.1,252026.0,0.0385
2022-05,2022,Mai,5,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2022-05,2022,Mai,5,WZ08-P,Erziehung und Unterricht,15.0,1.0,16.0,6.7,97848.0,0.0153
2022-05,2022,Mai,5,WZ08-Q,Gesundheits- und Sozialwesen,29.0,4.0,33.0,13.8,290188.0,0.01
2022-05,2022,Mai,5,WZ08-R,"Kunst, Unterhaltung und Erholung",13.0,3.0,16.0,23.1,110561.0,0.0118
2022-05,2022,Mai,5,WZ08-S,Erbringung von sonstigen Dienstleistungen,40.0,20.0,60.0,50.0,235033.0,0.017
2022-06,2022,Juni,6,WZ08-A,"Land- und Forstwirtschaft, Fischerei",3.0,,,,,
2022-06,2022,Juni,6,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2328.0,
2022-06,2022,Juni,6,WZ08-C,Verarbeitendes Gewerbe,61.0,11.0,72.0,18.0,226191.0,0.027
2022-06,2022,Juni,6,WZ08-D,Energieversorgung,6.0,,,,75701.0,0.0079
2022-06,2022,Juni,6,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",2.0,,,,13246.0,0.0151
2022-06,2022,Juni,6,WZ08-F,Baugewerbe,145.0,81.0,226.0,55.9,395333.0,0.0367
2022-06,2022,Juni,6,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",120.0,46.0,166.0,38.3,670323.0,0.0179
2022-06,2022,Juni,6,WZ08-H,Verkehr und Lagerei,62.0,28.0,90.0,45.2,120455.0,0.0515
2022-06,2022,Juni,6,WZ08-I,Gastgewerbe,68.0,31.0,99.0,45.6,249925.0,0.0272
2022-06,2022,Juni,6,WZ08-J,Information und Kommunikation,18.0,12.0,30.0,66.7,147421.0,0.0122
2022-06,2022,Juni,6,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,21.0,5.0,26.0,23.8,89956.0,0.0233
2022-06,2022,Juni,6,WZ08-L,Grundstücks- und Wohnungswesen,20.0,7.0,27.0,35.0,216461.0,0.0092
2022-06,2022,Juni,6,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",88.0,39.0,127.0,44.3,533785.0,0.0165
2022-06,2022,Juni,6,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,82.0,41.0,123.0,50.0,252026.0,0.0325
2022-06,2022,Juni,6,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2022-06,2022,Juni,6,WZ08-P,Erziehung und Unterricht,15.0,6.0,21.0,40.0,97848.0,0.0153
2022-06,2022,Juni,6,WZ08-Q,Gesundheits- und Sozialwesen,23.0,4.0,27.0,17.4,290188.0,0.0079
2022-06,2022,Juni,6,WZ08-R,"Kunst, Unterhaltung und Erholung",22.0,8.0,30.0,36.4,110561.0,0.0199
2022-06,2022,Juni,6,WZ08-S,Erbringung von sonstigen Dienstleistungen,47.0,18.0,65.0,38.3,235033.0,0.02
2022-07,2022,Juli,7,WZ08-A,"Land- und Forstwirtschaft, Fischerei",7.0,1.0,8.0,14.3,,
2022-07,2022,Juli,7,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2328.0,
2022-07,2022,Juli,7,WZ08-C,Verarbeitendes Gewerbe,74.0,15.0,89.0,20.3,226191.0,0.0327
2022-07,2022,Juli,7,WZ08-D,Energieversorgung,4.0,1.0,5.0,25.0,75701.0,0.0053
2022-07,2022,Juli,7,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",4.0,1.0,5.0,25.0,13246.0,0.0302
2022-07,2022,Juli,7,WZ08-F,Baugewerbe,181.0,64.0,245.0,35.4,395333.0,0.0458
2022-07,2022,Juli,7,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",108.0,56.0,164.0,51.9,670323.0,0.0161
2022-07,2022,Juli,7,WZ08-H,Verkehr und Lagerei,69.0,13.0,82.0,18.8,120455.0,0.0573
2022-07,2022,Juli,7,WZ08-I,Gastgewerbe,70.0,28.0,98.0,40.0,249925.0,0.028
2022-07,2022,Juli,7,WZ08-J,Information und Kommunikation,33.0,12.0,45.0,36.4,147421.0,0.0224
2022-07,2022,Juli,7,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,16.0,13.0,29.0,81.2,89956.0,0.0178
2022-07,2022,Juli,7,WZ08-L,Grundstücks- und Wohnungswesen,26.0,10.0,36.0,38.5,216461.0,0.012
2022-07,2022,Juli,7,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",60.0,41.0,101.0,68.3,533785.0,0.0112
2022-07,2022,Juli,7,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,86.0,47.0,133.0,54.7,252026.0,0.0341
2022-07,2022,Juli,7,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2022-07,2022,Juli,7,WZ08-P,Erziehung und Unterricht,13.0,5.0,18.0,38.5,97848.0,0.0133
2022-07,2022,Juli,7,WZ08-Q,Gesundheits- und Sozialwesen,21.0,4.0,25.0,19.0,290188.0,0.0072
2022-07,2022,Juli,7,WZ08-R,"Kunst, Unterhaltung und Erholung",13.0,3.0,16.0,23.1,110561.0,0.0118
2022-07,2022,Juli,7,WZ08-S,Erbringung von sonstigen Dienstleistungen,33.0,22.0,55.0,66.7,235033.0,0.014
2022-08,2022,August,8,WZ08-A,"Land- und Forstwirtschaft, Fischerei",7.0,3.0,10.0,42.9,,
2022-08,2022,August,8,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,1.0,,,,2328.0,0.043
2022-08,2022,August,8,WZ08-C,Verarbeitendes Gewerbe,74.0,15.0,89.0,20.3,226191.0,0.0327
2022-08,2022,August,8,WZ08-D,Energieversorgung,,4.0,,,75701.0,
2022-08,2022,August,8,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",1.0,,,,13246.0,0.0075
2022-08,2022,August,8,WZ08-F,Baugewerbe,139.0,59.0,198.0,42.4,395333.0,0.0352
2022-08,2022,August,8,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",119.0,48.0,167.0,40.3,670323.0,0.0178
2022-08,2022,August,8,WZ08-H,Verkehr und Lagerei,56.0,27.0,83.0,48.2,120455.0,0.0465
2022-08,2022,August,8,WZ08-I,Gastgewerbe,63.0,25.0,88.0,39.7,249925.0,0.0252
2022-08,2022,August,8,WZ08-J,Information und Kommunikation,24.0,14.0,38.0,58.3,147421.0,0.0163
2022-08,2022,August,8,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,20.0,17.0,37.0,85.0,89956.0,0.0222
2022-08,2022,August,8,WZ08-L,Grundstücks- und Wohnungswesen,26.0,20.0,46.0,76.9,216461.0,0.012
2022-08,2022,August,8,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",74.0,41.0,115.0,55.4,533785.0,0.0139
2022-08,2022,August,8,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,81.0,34.0,115.0,42.0,252026.0,0.0321
2022-08,2022,August,8,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2022-08,2022,August,8,WZ08-P,Erziehung und Unterricht,11.0,4.0,15.0,36.4,97848.0,0.0112
2022-08,2022,August,8,WZ08-Q,Gesundheits- und Sozialwesen,18.0,1.0,19.0,5.6,290188.0,0.0062
2022-08,2022,August,8,WZ08-R,"Kunst, Unterhaltung und Erholung",15.0,7.0,22.0,46.7,110561.0,0.0136
2022-08,2022,August,8,WZ08-S,Erbringung von sonstigen Dienstleistungen,82.0,17.0,99.0,20.7,235033.0,0.0349
2022-09,2022,September,9,WZ08-A,"Land- und Forstwirtschaft, Fischerei",3.0,2.0,5.0,66.7,,
2022-09,2022,September,9,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2328.0,
2022-09,2022,September,9,WZ08-C,Verarbeitendes Gewerbe,87.0,11.0,98.0,12.6,226191.0,0.0385
2022-09,2022,September,9,WZ08-D,Energieversorgung,4.0,1.0,5.0,25.0,75701.0,0.0053
2022-09,2022,September,9,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",1.0,,,,13246.0,0.0075
2022-09,2022,September,9,WZ08-F,Baugewerbe,146.0,51.0,197.0,34.9,395333.0,0.0369
2022-09,2022,September,9,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",134.0,48.0,182.0,35.8,670323.0,0.02
2022-09,2022,September,9,WZ08-H,Verkehr und Lagerei,79.0,21.0,100.0,26.6,120455.0,0.0656
2022-09,2022,September,9,WZ08-I,Gastgewerbe,94.0,20.0,114.0,21.3,249925.0,0.0376
2022-09,2022,September,9,WZ08-J,Information und Kommunikation,33.0,12.0,45.0,36.4,147421.0,0.0224
2022-09,2022,September,9,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,22.0,8.0,30.0,36.4,89956.0,0.0245
2022-09,2022,September,9,WZ08-L,Grundstücks- und Wohnungswesen,30.0,12.0,42.0,40.0,216461.0,0.0139
2022-09,2022,September,9,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",80.0,39.0,119.0,48.8,533785.0,0.015
2022-09,2022,September,9,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,94.0,40.0,134.0,42.6,252026.0,0.0373
2022-09,2022,September,9,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2022-09,2022,September,9,WZ08-P,Erziehung und Unterricht,15.0,5.0,20.0,33.3,97848.0,0.0153
2022-09,2022,September,9,WZ08-Q,Gesundheits- und Sozialwesen,27.0,3.0,30.0,11.1,290188.0,0.0093
2022-09,2022,September,9,WZ08-R,"Kunst, Unterhaltung und Erholung",20.0,4.0,24.0,20.0,110561.0,0.0181
2022-09,2022,September,9,WZ08-S,Erbringung von sonstigen Dienstleistungen,62.0,21.0,83.0,33.9,235033.0,0.0264
2022-10,2022,Oktober,10,WZ08-A,"Land- und Forstwirtschaft, Fischerei",5.0,3.0,8.0,60.0,,
2022-10,2022,Oktober,10,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,1.0,,,,2328.0,0.043
2022-10,2022,Oktober,10,WZ08-C,Verarbeitendes Gewerbe,62.0,9.0,71.0,14.5,226191.0,0.0274
2022-10,2022,Oktober,10,WZ08-D,Energieversorgung,2.0,2.0,4.0,100.0,75701.0,0.0026
2022-10,2022,Oktober,10,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",1.0,1.0,2.0,100.0,13246.0,0.0075
2022-10,2022,Oktober,10,WZ08-F,Baugewerbe,172.0,79.0,251.0,45.9,395333.0,0.0435
2022-10,2022,Oktober,10,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",136.0,70.0,206.0,51.5,670323.0,0.0203
2022-10,2022,Oktober,10,WZ08-H,Verkehr und Lagerei,56.0,35.0,91.0,62.5,120455.0,0.0465
2022-10,2022,Oktober,10,WZ08-I,Gastgewerbe,75.0,26.0,101.0,34.7,249925.0,0.03
2022-10,2022,Oktober,10,WZ08-J,Information und Kommunikation,37.0,10.0,47.0,27.0,147421.0,0.0251
2022-10,2022,Oktober,10,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,16.0,20.0,36.0,125.0,89956.0,0.0178
2022-10,2022,Oktober,10,WZ08-L,Grundstücks- und Wohnungswesen,20.0,17.0,37.0,85.0,216461.0,0.0092
2022-10,2022,Oktober,10,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",71.0,32.0,103.0,45.1,533785.0,0.0133
2022-10,2022,Oktober,10,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,87.0,48.0,135.0,55.2,252026.0,0.0345
2022-10,2022,Oktober,10,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2022-10,2022,Oktober,10,WZ08-P,Erziehung und Unterricht,10.0,1.0,11.0,10.0,97848.0,0.0102
2022-10,2022,Oktober,10,WZ08-Q,Gesundheits- und Sozialwesen,34.0,2.0,36.0,5.9,290188.0,0.0117
2022-10,2022,Oktober,10,WZ08-R,"Kunst, Unterhaltung und Erholung",26.0,8.0,34.0,30.8,110561.0,0.0235
2022-10,2022,Oktober,10,WZ08-S,Erbringung von sonstigen Dienstleistungen,43.0,28.0,71.0,65.1,235033.0,0.0183
2022-11,2022,November,11,WZ08-A,"Land- und Forstwirtschaft, Fischerei",3.0,,,,,
2022-11,2022,November,11,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2328.0,
2022-11,2022,November,11,WZ08-C,Verarbeitendes Gewerbe,99.0,10.0,109.0,10.1,226191.0,0.0438
2022-11,2022,November,11,WZ08-D,Energieversorgung,4.0,1.0,5.0,25.0,75701.0,0.0053
2022-11,2022,November,11,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",1.0,1.0,2.0,100.0,13246.0,0.0075
2022-11,2022,November,11,WZ08-F,Baugewerbe,165.0,72.0,237.0,43.6,395333.0,0.0417
2022-11,2022,November,11,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",154.0,53.0,207.0,34.4,670323.0,0.023
2022-11,2022,November,11,WZ08-H,Verkehr und Lagerei,73.0,25.0,98.0,34.2,120455.0,0.0606
2022-11,2022,November,11,WZ08-I,Gastgewerbe,87.0,39.0,126.0,44.8,249925.0,0.0348
2022-11,2022,November,11,WZ08-J,Information und Kommunikation,43.0,14.0,57.0,32.6,147421.0,0.0292
2022-11,2022,November,11,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,17.0,5.0,22.0,29.4,89956.0,0.0189
2022-11,2022,November,11,WZ08-L,Grundstücks- und Wohnungswesen,27.0,11.0,38.0,40.7,216461.0,0.0125
2022-11,2022,November,11,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",82.0,48.0,130.0,58.5,533785.0,0.0154
2022-11,2022,November,11,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,115.0,35.0,150.0,30.4,252026.0,0.0456
2022-11,2022,November,11,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2022-11,2022,November,11,WZ08-P,Erziehung und Unterricht,8.0,,,,97848.0,0.0082
2022-11,2022,November,11,WZ08-Q,Gesundheits- und Sozialwesen,21.0,2.0,23.0,9.5,290188.0,0.0072
2022-11,2022,November,11,WZ08-R,"Kunst, Unterhaltung und Erholung",20.0,6.0,26.0,30.0,110561.0,0.0181
2022-11,2022,November,11,WZ08-S,Erbringung von sonstigen Dienstleistungen,53.0,18.0,71.0,34.0,235033.0,0.0226
2022-12,2022,Dezember,12,WZ08-A,"Land- und Forstwirtschaft, Fischerei",6.0,1.0,7.0,16.7,,
2022-12,2022,Dezember,12,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,1.0,1.0,2.0,100.0,2328.0,0.043
