Datum,Jahr,Monat,Monatsnummer,Branchencode,Branche,Eroeffnet,Mangels_Masse_Abgewiesen,Gesamt,mangel_ratio,Aktive_Unternehmen,Insolvenzrate_Pct
2023-11,2023,November,11,WZ08-R,"Kunst, Unterhaltung und Erholung",20.0,5.0,25.0,25.0,115074.0,0.0174
2023-11,2023,November,11,WZ08-S,Erbringung von sonstigen Dienstleistungen,51.0,13.0,64.0,25.5,239994.0,0.0213
2023-12,2023,Dezember,12,WZ08-A,"Land- und Forstwirtschaft, Fischerei",5.0,2.0,7.0,40.0,,
2023-12,2023,Dezember,12,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2300.0,
2023-12,2023,Dezember,12,WZ08-C,Verarbeitendes Gewerbe,93.0,12.0,105.0,12.9,223043.0,0.0417
2023-12,2023,Dezember,12,WZ08-D,Energieversorgung,6.0,,,,84072.0,0.0071
2023-12,2023,Dezember,12,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",,1.0,,,13244.0,
2023-12,2023,Dezember,12,WZ08-F,Baugewerbe,190.0,68.0,258.0,35.8,397172.0,0.0478
2023-12,2023,Dezember,12,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",180.0,59.0,239.0,32.8,664536.0,0.0271
2023-12,2023,Dezember,12,WZ08-H,Verkehr und Lagerei,73.0,25.0,98.0,34.2,120545.0,0.0606
2023-12,2023,Dezember,12,WZ08-I,Gastgewerbe,114.0,26.0,140.0,22.8,252952.0,0.0451
2023-12,2023,Dezember,12,WZ08-J,Information und Kommunikation,45.0,21.0,66.0,46.7,152867.0,0.0294
2023-12,2023,Dezember,12,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,22.0,13.0,35.0,59.1,88558.0,0.0248
2023-12,2023,Dezember,12,WZ08-L,Grundstücks- und Wohnungswesen,57.0,21.0,78.0,36.8,218691.0,0.0261
2023-12,2023,Dezember,12,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",119.0,53.0,172.0,44.5,543935.0,0.0219
2023-12,2023,Dezember,12,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,120.0,35.0,155.0,29.2,259804.0,0.0462
2023-12,2023,Dezember,12,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2023-12,2023,Dezember,12,WZ08-P,Erziehung und Unterricht,21.0,4.0,25.0,19.0,100100.0,0.021
2023-12,2023,Dezember,12,WZ08-Q,Gesundheits- und Sozialwesen,46.0,7.0,53.0,15.2,289040.0,0.0159
2023-12,2023,Dezember,12,WZ08-R,"Kunst, Unterhaltung und Erholung",27.0,13.0,40.0,48.1,115074.0,0.0235
2023-12,2023,Dezember,12,WZ08-S,Erbringung von sonstigen Dienstleistungen,53.0,19.0,72.0,35.8,239994.0,0.0221
2024-01,2024,Januar,1,WZ08-A,"Land- und Forstwirtschaft, Fischerei",5.0,2.0,7.0,40.0,,
2024-01,2024,Januar,1,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,1.0,,,,2280.0,0.0439
2024-01,2024,Januar,1,WZ08-C,Verarbeitendes Gewerbe,109.0,20.0,129.0,18.3,220606.0,0.0494
2024-01,2024,Januar,1,WZ08-D,Energieversorgung,2.0,,,,76684.0,0.0026
2024-01,2024,Januar,1,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",3.0,,,,13368.0,0.0224
2024-01,2024,Januar,1,WZ08-F,Baugewerbe,197.0,79.0,276.0,40.1,396328.0,0.0497
2024-01,2024,Januar,1,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",184.0,75.0,259.0,40.8,659860.0,0.0279
2024-01,2024,Januar,1,WZ08-H,Verkehr und Lagerei,69.0,28.0,97.0,40.6,121475.0,0.0568
2024-01,2024,Januar,1,WZ08-I,Gastgewerbe,103.0,34.0,137.0,33.0,261672.0,0.0394
2024-01,2024,Januar,1,WZ08-J,Information und Kommunikation,47.0,24.0,71.0,51.1,155067.0,0.0303
2024-01,2024,Januar,1,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,22.0,11.0,33.0,50.0,95842.0,0.023
2024-01,2024,Januar,1,WZ08-L,Grundstücks- und Wohnungswesen,42.0,28.0,70.0,66.7,246287.0,0.0171
2024-01,2024,Januar,1,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",126.0,82.0,208.0,65.1,553376.0,0.0228
2024-01,2024,Januar,1,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,133.0,49.0,182.0,36.8,270471.0,0.0492
2024-01,2024,Januar,1,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2024-01,2024,Januar,1,WZ08-P,Erziehung und Unterricht,16.0,2.0,18.0,12.5,104133.0,0.0154
2024-01,2024,Januar,1,WZ08-Q,Gesundheits- und Sozialwesen,29.0,3.0,32.0,10.3,295508.0,0.0098
2024-01,2024,Januar,1,WZ08-R,"Kunst, Unterhaltung und Erholung",17.0,8.0,25.0,47.1,121124.0,0.014
2024-01,2024,Januar,1,WZ08-S,Erbringung von sonstigen Dienstleistungen,52.0,20.0,72.0,38.5,249974.0,0.0208
2024-02,2024,Februar,2,WZ08-A,"Land- und Forstwirtschaft, Fischerei",7.0,1.0,8.0,14.3,,
2024-02,2024,Februar,2,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2280.0,
2024-02,2024,Februar,2,WZ08-C,Verarbeitendes Gewerbe,157.0,16.0,173.0,10.2,220606.0,0.0712
2024-02,2024,Februar,2,WZ08-D,Energieversorgung,6.0,2.0,8.0,33.3,76684.0,0.0078
2024-02,2024,Februar,2,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",4.0,1.0,5.0,25.0,13368.0,0.0299
2024-02,2024,Februar,2,WZ08-F,Baugewerbe,232.0,78.0,310.0,33.6,396328.0,0.0585
2024-02,2024,Februar,2,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",178.0,89.0,267.0,50.0,659860.0,0.027
2024-02,2024,Februar,2,WZ08-H,Verkehr und Lagerei,69.0,27.0,96.0,39.1,121475.0,0.0568
2024-02,2024,Februar,2,WZ08-I,Gastgewerbe,128.0,39.0,167.0,30.5,261672.0,0.0489
2024-02,2024,Februar,2,WZ08-J,Information und Kommunikation,45.0,16.0,61.0,35.6,155067.0,0.029
2024-02,2024,Februar,2,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,27.0,14.0,41.0,51.9,95842.0,0.0282
2024-02,2024,Februar,2,WZ08-L,Grundstücks- und Wohnungswesen,76.0,31.0,107.0,40.8,246287.0,0.0309
2024-02,2024,Februar,2,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",115.0,71.0,186.0,61.7,553376.0,0.0208
2024-02,2024,Februar,2,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,127.0,45.0,172.0,35.4,270471.0,0.047
2024-02,2024,Februar,2,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2024-02,2024,Februar,2,WZ08-P,Erziehung und Unterricht,14.0,4.0,18.0,28.6,104133.0,0.0134
2024-02,2024,Februar,2,WZ08-Q,Gesundheits- und Sozialwesen,42.0,7.0,49.0,16.7,295508.0,0.0142
2024-02,2024,Februar,2,WZ08-R,"Kunst, Unterhaltung und Erholung",26.0,10.0,36.0,38.5,121124.0,0.0215
2024-02,2024,Februar,2,WZ08-S,Erbringung von sonstigen Dienstleistungen,64.0,17.0,81.0,26.6,249974.0,0.0256
2024-03,2024,März,3,WZ08-A,"Land- und Forstwirtschaft, Fischerei",7.0,1.0,8.0,14.3,,
2024-03,2024,März,3,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2280.0,
2024-03,2024,März,3,WZ08-C,Verarbeitendes Gewerbe,112.0,24.0,136.0,21.4,220606.0,0.0508
2024-03,2024,März,3,WZ08-D,Energieversorgung,1.0,1.0,2.0,100.0,76684.0,0.0013
2024-03,2024,März,3,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",5.0,1.0,6.0,20.0,13368.0,0.0374
2024-03,2024,März,3,WZ08-F,Baugewerbe,246.0,79.0,325.0,32.1,396328.0,0.0621
2024-03,2024,März,3,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",214.0,80.0,294.0,37.4,659860.0,0.0324
2024-03,2024,März,3,WZ08-H,Verkehr und Lagerei,85.0,37.0,122.0,43.5,121475.0,0.07
2024-03,2024,März,3,WZ08-I,Gastgewerbe,122.0,36.0,158.0,29.5,261672.0,0.0466
2024-03,2024,März,3,WZ08-J,Information und Kommunikation,42.0,27.0,69.0,64.3,155067.0,0.0271
2024-03,2024,März,3,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,42.0,22.0,64.0,52.4,95842.0,0.0438
2024-03,2024,März,3,WZ08-L,Grundstücks- und Wohnungswesen,79.0,35.0,114.0,44.3,246287.0,0.0321
2024-03,2024,März,3,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",103.0,54.0,157.0,52.4,553376.0,0.0186
2024-03,2024,März,3,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,127.0,51.0,178.0,40.2,270471.0,0.047
2024-03,2024,März,3,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2024-03,2024,März,3,WZ08-P,Erziehung und Unterricht,13.0,4.0,17.0,30.8,104133.0,0.0125
2024-03,2024,März,3,WZ08-Q,Gesundheits- und Sozialwesen,56.0,3.0,59.0,5.4,295508.0,0.019
2024-03,2024,März,3,WZ08-R,"Kunst, Unterhaltung und Erholung",20.0,7.0,27.0,35.0,121124.0,0.0165
2024-03,2024,März,3,WZ08-S,Erbringung von sonstigen Dienstleistungen,48.0,18.0,66.0,37.5,249974.0,0.0192
2024-04,2024,April,4,WZ08-A,"Land- und Forstwirtschaft, Fischerei",8.0,,,,,
2024-04,2024,April,4,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2280.0,
2024-04,2024,April,4,WZ08-C,Verarbeitendes Gewerbe,123.0,19.0,142.0,15.4,220606.0,0.0558
2024-04,2024,April,4,WZ08-D,Energieversorgung,3.0,,,,76684.0,0.0039
2024-04,2024,April,4,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",2.0,,,,13368.0,0.015
2024-04,2024,April,4,WZ08-F,Baugewerbe,237.0,93.0,330.0,39.2,396328.0,0.0598
2024-04,2024,April,4,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",207.0,97.0,304.0,46.9,659860.0,0.0314
2024-04,2024,April,4,WZ08-H,Verkehr und Lagerei,78.0,30.0,108.0,38.5,121475.0,0.0642
2024-04,2024,April,4,WZ08-I,Gastgewerbe,136.0,37.0,173.0,27.2,261672.0,0.052
2024-04,2024,April,4,WZ08-J,Information und Kommunikation,52.0,21.0,73.0,40.4,155067.0,0.0335
2024-04,2024,April,4,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,31.0,17.0,48.0,54.8,95842.0,0.0323
2024-04,2024,April,4,WZ08-L,Grundstücks- und Wohnungswesen,68.0,32.0,100.0,47.1,246287.0,0.0276
2024-04,2024,April,4,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",148.0,81.0,229.0,54.7,553376.0,0.0267
2024-04,2024,April,4,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,140.0,58.0,198.0,41.4,270471.0,0.0518
2024-04,2024,April,4,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2024-04,2024,April,4,WZ08-P,Erziehung und Unterricht,16.0,1.0,17.0,6.2,104133.0,0.0154
2024-04,2024,April,4,WZ08-Q,Gesundheits- und Sozialwesen,64.0,5.0,69.0,7.8,295508.0,0.0217
2024-04,2024,April,4,WZ08-R,"Kunst, Unterhaltung und Erholung",14.0,10.0,24.0,71.4,121124.0,0.0116
2024-04,2024,April,4,WZ08-S,Erbringung von sonstigen Dienstleistungen,58.0,20.0,78.0,34.5,249974.0,0.0232
2024-05,2024,Mai,5,WZ08-A,"Land- und Forstwirtschaft, Fischerei",6.0,1.0,7.0,16.7,,
2024-05,2024,Mai,5,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,1.0,,,2280.0,
2024-05,2024,Mai,5,WZ08-C,Verarbeitendes Gewerbe,129.0,18.0,147.0,14.0,220606.0,0.0585
2024-05,2024,Mai,5,WZ08-D,Energieversorgung,1.0,,,,76684.0,0.0013
2024-05,2024,Mai,5,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",3.0,,,,13368.0,0.0224
2024-05,2024,Mai,5,WZ08-F,Baugewerbe,245.0,85.0,330.0,34.7,396328.0,0.0618
2024-05,2024,Mai,5,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",220.0,74.0,294.0,33.6,659860.0,0.0333
2024-05,2024,Mai,5,WZ08-H,Verkehr und Lagerei,99.0,31.0,130.0,31.3,121475.0,0.0815
2024-05,2024,Mai,5,WZ08-I,Gastgewerbe,128.0,45.0,173.0,35.2,261672.0,0.0489
2024-05,2024,Mai,5,WZ08-J,Information und Kommunikation,41.0,22.0,63.0,53.7,155067.0,0.0264
2024-05,2024,Mai,5,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,32.0,13.0,45.0,40.6,95842.0,0.0334
2024-05,2024,Mai,5,WZ08-L,Grundstücks- und Wohnungswesen,94.0,25.0,119.0,26.6,246287.0,0.0382
2024-05,2024,Mai,5,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",121.0,66.0,187.0,54.5,553376.0,0.0219
2024-05,2024,Mai,5,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,148.0,61.0,209.0,41.2,270471.0,0.0547
2024-05,2024,Mai,5,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2024-05,2024,Mai,5,WZ08-P,Erziehung und Unterricht,22.0,3.0,25.0,13.6,104133.0,0.0211
2024-05,2024,Mai,5,WZ08-Q,Gesundheits- und Sozialwesen,61.0,7.0,68.0,11.5,295508.0,0.0206
2024-05,2024,Mai,5,WZ08-R,"Kunst, Unterhaltung und Erholung",42.0,11.0,53.0,26.2,121124.0,0.0347
2024-05,2024,Mai,5,WZ08-S,Erbringung von sonstigen Dienstleistungen,56.0,23.0,79.0,41.1,249974.0,0.0224
2024-06,2024,Juni,6,WZ08-A,"Land- und Forstwirtschaft, Fischerei",2.0,1.0,3.0,50.0,,
2024-06,2024,Juni,6,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2280.0,
2024-06,2024,Juni,6,WZ08-C,Verarbeitendes Gewerbe,111.0,32.0,143.0,28.8,220606.0,0.0503
2024-06,2024,Juni,6,WZ08-D,Energieversorgung,,7.0,,,76684.0,
2024-06,2024,Juni,6,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",1.0,2.0,3.0,200.0,13368.0,0.0075
2024-06,2024,Juni,6,WZ08-F,Baugewerbe,201.0,65.0,266.0,32.3,396328.0,0.0507
2024-06,2024,Juni,6,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",185.0,84.0,269.0,45.4,659860.0,0.028
2024-06,2024,Juni,6,WZ08-H,Verkehr und Lagerei,72.0,24.0,96.0,33.3,121475.0,0.0593
2024-06,2024,Juni,6,WZ08-I,Gastgewerbe,109.0,42.0,151.0,38.5,261672.0,0.0417
2024-06,2024,Juni,6,WZ08-J,Information und Kommunikation,45.0,17.0,62.0,37.8,155067.0,0.029
2024-06,2024,Juni,6,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,25.0,19.0,44.0,76.0,95842.0,0.0261
2024-06,2024,Juni,6,WZ08-L,Grundstücks- und Wohnungswesen,65.0,28.0,93.0,43.1,246287.0,0.0264
2024-06,2024,Juni,6,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",109.0,73.0,182.0,67.0,553376.0,0.0197
2024-06,2024,Juni,6,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,106.0,39.0,145.0,36.8,270471.0,0.0392
2024-06,2024,Juni,6,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2024-06,2024,Juni,6,WZ08-P,Erziehung und Unterricht,13.0,5.0,18.0,38.5,104133.0,0.0125
2024-06,2024,Juni,6,WZ08-Q,Gesundheits- und Sozialwesen,45.0,5.0,50.0,11.1,295508.0,0.0152
2024-06,2024,Juni,6,WZ08-R,"Kunst, Unterhaltung und Erholung",34.0,11.0,45.0,32.4,121124.0,0.0281
2024-06,2024,Juni,6,WZ08-S,Erbringung von sonstigen Dienstleistungen,56.0,20.0,76.0,35.7,249974.0,0.0224
2024-07,2024,Juli,7,WZ08-A,"Land- und Forstwirtschaft, Fischerei",8.0,1.0,9.0,12.5,,
2024-07,2024,Juli,7,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,1.0,,,,2280.0,0.0439
2024-07,2024,Juli,7,WZ08-C,Verarbeitendes Gewerbe,126.0,23.0,149.0,18.3,220606.0,0.0571
2024-07,2024,Juli,7,WZ08-D,Energieversorgung,4.0,8.0,12.0,200.0,76684.0,0.0052
2024-07,2024,Juli,7,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",1.0,4.0,5.0,400.0,13368.0,0.0075
2024-07,2024,Juli,7,WZ08-F,Baugewerbe,243.0,88.0,331.0,36.2,396328.0,0.0613
2024-07,2024,Juli,7,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",199.0,94.0,293.0,47.2,659860.0,0.0302
2024-07,2024,Juli,7,WZ08-H,Verkehr und Lagerei,89.0,26.0,115.0,29.2,121475.0,0.0733
2024-07,2024,Juli,7,WZ08-I,Gastgewerbe,125.0,45.0,170.0,36.0,261672.0,0.0478
2024-07,2024,Juli,7,WZ08-J,Information und Kommunikation,68.0,24.0,92.0,35.3,155067.0,0.0439
2024-07,2024,Juli,7,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,33.0,22.0,55.0,66.7,95842.0,0.0344
2024-07,2024,Juli,7,WZ08-L,Grundstücks- und Wohnungswesen,73.0,34.0,107.0,46.6,246287.0,0.0296
2024-07,2024,Juli,7,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",135.0,78.0,213.0,57.8,553376.0,0.0244
2024-07,2024,Juli,7,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,121.0,61.0,182.0,50.4,270471.0,0.0447
2024-07,2024,Juli,7,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2024-07,2024,Juli,7,WZ08-P,Erziehung und Unterricht,25.0,11.0,36.0,44.0,104133.0,0.024
2024-07,2024,Juli,7,WZ08-Q,Gesundheits- und Sozialwesen,46.0,11.0,57.0,23.9,295508.0,0.0156
2024-07,2024,Juli,7,WZ08-R,"Kunst, Unterhaltung und Erholung",30.0,8.0,38.0,26.7,121124.0,0.0248
2024-07,2024,Juli,7,WZ08-S,Erbringung von sonstigen Dienstleistungen,52.0,20.0,72.0,38.5,249974.0,0.0208
2024-08,2024,August,8,WZ08-A,"Land- und Forstwirtschaft, Fischerei",2.0,1.0,3.0,50.0,,
2024-08,2024,August,8,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2280.0,
2024-08,2024,August,8,WZ08-C,Verarbeitendes Gewerbe,115.0,14.0,129.0,12.2,220606.0,0.0521
2024-08,2024,August,8,WZ08-D,Energieversorgung,5.0,14.0,19.0,280.0,76684.0,0.0065
2024-08,2024,August,8,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",2.0,1.0,3.0,50.0,13368.0,0.015
2024-08,2024,August,8,WZ08-F,Baugewerbe,202.0,79.0,281.0,39.1,396328.0,0.051
2024-08,2024,August,8,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",205.0,95.0,300.0,46.3,659860.0,0.0311
2024-08,2024,August,8,WZ08-H,Verkehr und Lagerei,65.0,33.0,98.0,50.8,121475.0,0.0535
2024-08,2024,August,8,WZ08-I,Gastgewerbe,130.0,54.0,184.0,41.5,261672.0,0.0497
2024-08,2024,August,8,WZ08-J,Information und Kommunikation,40.0,20.0,60.0,50.0,155067.0,0.0258
2024-08,2024,August,8,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,25.0,15.0,40.0,60.0,95842.0,0.0261
2024-08,2024,August,8,WZ08-L,Grundstücks- und Wohnungswesen,66.0,23.0,89.0,34.8,246287.0,0.0268
2024-08,2024,August,8,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",126.0,84.0,210.0,66.7,553376.0,0.0228
2024-08,2024,August,8,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,114.0,55.0,169.0,48.2,270471.0,0.0421
2024-08,2024,August,8,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2024-08,2024,August,8,WZ08-P,Erziehung und Unterricht,16.0,7.0,23.0,43.8,104133.0,0.0154
2024-08,2024,August,8,WZ08-Q,Gesundheits- und Sozialwesen,51.0,6.0,57.0,11.8,295508.0,0.0173
2024-08,2024,August,8,WZ08-R,"Kunst, Unterhaltung und Erholung",26.0,12.0,38.0,46.2,121124.0,0.0215
2024-08,2024,August,8,WZ08-S,Erbringung von sonstigen Dienstleistungen,47.0,14.0,61.0,29.8,249974.0,0.0188
2024-09,2024,September,9,WZ08-A,"Land- und Forstwirtschaft, Fischerei",10.0,2.0,12.0,20.0,,
2024-09,2024,September,9,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2280.0,
2024-09,2024,September,9,WZ08-C,Verarbeitendes Gewerbe,111.0,19.0,130.0,17.1,220606.0,0.0503
2024-09,2024,September,9,WZ08-D,Energieversorgung,6.0,,,,76684.0,0.0078
2024-09,2024,September,9,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",4.0,,,,13368.0,0.0299
2024-09,2024,September,9,WZ08-F,Baugewerbe,227.0,96.0,323.0,42.3,396328.0,0.0573
2024-09,2024,September,9,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",203.0,73.0,276.0,36.0,659860.0,0.0308
2024-09,2024,September,9,WZ08-H,Verkehr und Lagerei,69.0,42.0,111.0,60.9,121475.0,0.0568
2024-09,2024,September,9,WZ08-I,Gastgewerbe,125.0,54.0,179.0,43.2,261672.0,0.0478
2024-09,2024,September,9,WZ08-J,Information und Kommunikation,55.0,26.0,81.0,47.3,155067.0,0.0355
2024-09,2024,September,9,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,31.0,23.0,54.0,74.2,95842.0,0.0323
2024-09,2024,September,9,WZ08-L,Grundstücks- und Wohnungswesen,63.0,30.0,93.0,47.6,246287.0,0.0256
2024-09,2024,September,9,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",108.0,80.0,188.0,74.1,553376.0,0.0195
2024-09,2024,September,9,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,114.0,64.0,178.0,56.1,270471.0,0.0421
2024-09,2024,September,9,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2024-09,2024,September,9,WZ08-P,Erziehung und Unterricht,14.0,6.0,20.0,42.9,104133.0,0.0134
2024-09,2024,September,9,WZ08-Q,Gesundheits- und Sozialwesen,50.0,5.0,55.0,10.0,295508.0,0.0169
2024-09,2024,September,9,WZ08-R,"Kunst, Unterhaltung und Erholung",20.0,9.0,29.0,45.0,121124.0,0.0165
2024-09,2024,September,9,WZ08-S,Erbringung von sonstigen Dienstleistungen,63.0,17.0,80.0,27.0,249974.0,0.0252
2024-10,2024,Oktober,10,WZ08-A,"Land- und Forstwirtschaft, Fischerei",5.0,,,,,
2024-10,2024,Oktober,10,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,,2280.0,
2024-10,2024,Oktober,10,WZ08-C,Verarbeitendes Gewerbe,119.0,16.0,135.0,13.4,220606.0,0.0539
2024-10,2024,Oktober,10,WZ08-D,Energieversorgung,4.0,4.0,8.0,100.0,76684.0,0.0052
2024-10,2024,Oktober,10,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",6.0,2.0,8.0,33.3,13368.0,0.0449
2024-10,2024,Oktober,10,WZ08-F,Baugewerbe,230.0,115.0,345.0,50.0,396328.0,0.058
2024-10,2024,Oktober,10,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",239.0,85.0,324.0,35.6,659860.0,0.0362
2024-10,2024,Oktober,10,WZ08-H,Verkehr und Lagerei,89.0,34.0,123.0,38.2,121475.0,0.0733
2024-10,2024,Oktober,10,WZ08-I,Gastgewerbe,130.0,55.0,185.0,42.3,261672.0,0.0497
2024-10,2024,Oktober,10,WZ08-J,Information und Kommunikation,61.0,17.0,78.0,27.9,155067.0,0.0393
2024-10,2024,Oktober,10,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,25.0,28.0,53.0,112.0,95842.0,0.0261
2024-10,2024,Oktober,10,WZ08-L,Grundstücks- und Wohnungswesen,59.0,31.0,90.0,52.5,246287.0,0.024
2024-10,2024,Oktober,10,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",198.0,83.0,281.0,41.9,553376.0,0.0358
2024-10,2024,Oktober,10,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,122.0,63.0,185.0,51.6,270471.0,0.0451
2024-10,2024,Oktober,10,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,,,
2024-10,2024,Oktober,10,WZ08-P,Erziehung und Unterricht,24.0,6.0,30.0,25.0,104133.0,0.023
2024-10,2024,Oktober,10,WZ08-Q,Gesundheits- und Sozialwesen,56.0,8.0,64.0,14.3,295508.0,0.019
2024-10,2024,Oktober,10,WZ08-R,"Kunst, Unterhaltung und Erholung",31.0,14.0,45.0,45.2,121124.0,0.0256
2024-10,2024,Oktober,10,WZ08-S,Erbringung von sonstigen Dienstleistungen,33.0,20.0,53.0,60.6,249974.0,0.0132
2024-11,2024,November,11,WZ08-A,"Land- und Forstwirtschaft, Fischerei",3.0,2.0,5.0,66.7,,
2024-11,2024,November,11,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,1.0,,,,2280.0,0.0439
2024-11,2024,November,11,WZ08-C,Verarbeitendes Gewerbe,126.0,17.0,143.0,13.5,220606.0,0.0571
2024-11,2024,November,11,WZ08-D,Energieversorgung,4.0,1.0,5.0,25.0,76684.0,0.0052
2024-11,2024,November,11,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",3.0,1.0,4.0,33.3,13368.0,0.0224
2024-11,2024,November,11,WZ08-F,Baugewerbe,201.0,88.0,289.0,43.8,396328.0,0.0507
2024-11,2024,November,11,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",188.0,76.0,264.0,40.4,659860.0,0.0285
2024-11,2024,November,11,WZ08-H,Verkehr und Lagerei,71.0,25.0,96.0,35.2,121475.0,0.0584
2024-11,2024,November,11,WZ08-I,Gastgewerbe,121.0,42.0,163.0,34.7,261672.0,0.0462
2024-11,2024,November,11,WZ08-J,Information und Kommunikation,50.0,26.0,76.0,52.0,155067.0,0.0322
2024-11,2024,November,11,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,32.0,11.0,43.0,34.4,95842.0,0.0334
2024-11,2024,November,11,WZ08-L,Grundstücks- und Wohnungswesen,66.0,45.0,111.0,68.2,246287.0,0.0268
2024-11,2024,November,11,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",131.0,108.0,239.0,82.4,553376.0,0.0237
